MODO;METAL;ESPECIE;DIA ;MES ;AÑO;LUGAR;MUNICIPIO ;PROVINCIA;EDAD;SEXO;ANILLADOR;Grasa;Ala;peso;tarso;pico;cola;Hora;Dias;Kms;Observaciones
C;9004862;Ciconia ciconia;5;3;2001;Arroyo Gascon;Marchena;Sevilla;A;0;Zamalla;;;;;;;;;;Encontrada muerta
A;LV0109;Ciconia ciconia;9;6;1984;Dehesa de Abajo;Puebla del Rio;Sevilla;1;0;GOSUR;;;;;;;;;;Anillamiento
C;LV0109;Ciconia ciconia;28;4;2000;Dehesa de Abajo;Puebla del Rio;Sevilla;A;0;M. Vazquez;;;;;;;;1;5802;Encontrada solo anilla
A;C20781;Ciconia ciconia;15;5;1982;Dehesa de Abajo;Puebla del Rio;Sevilla;1;0;Museo Ciencias;;;;;;;;;;Anillamiento
C;C20781;Ciconia ciconia;16;6;1994;Dehesa de Abajo;Puebla del Rio;Sevilla;A;0;M. Vazquez;;;;;;;;1;4408;Encontrada solo anilla
A;4089951;Himantopus himantopus;29;7;1999;Isla Menor;Puebla del Rio;Sevilla;4;1;M. Vazquez;;;;;;;;;;Anillamiento
C;4089951;Himantopus himantopus;15;8;1999;Brazo del Este;Puebla del Rio;Sevilla;2;0;Otro;;;;;;;;17;1;Encontrada muerta
A;5055481;Streptopelia decaocto;1;11;2000;El Alamillo;Sevilla;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;5055481;Streptopelia decaocto;20;1;2001;Sevilla;Sevilla;Sevilla;2;0;GOSUR;;;;;;;;80;4;Encontrada muerta
A;347316;Motacilla alba;2;11;1989;Jimena;Jimena;Cadiz;3;2;Milvus Goes;;;;;;;;;;Anillamiento
C;347316;Motacilla alba;11;11;1990;Cantera del Duende;El Rubio;Sevilla;4;0;M. Vazquez;;;;;;;;374;112;control
A;3010919;Sturnus unicolor;13;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010919;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;48;69;Cazado con red de suelo
A;3010921;Sturnus unicolor;13;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010921;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;48;69;Cazado con red de suelo
A;3010941;Sturnus unicolor;15;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010941;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;46;69;Cazado con red de suelo
A;3010944;Sturnus unicolor;15;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010944;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;46;69;Cazado con red de suelo
A;3010948;Sturnus unicolor;15;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010948;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;46;69;Cazado con red de suelo
A;3010950;Sturnus unicolor;15;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010950;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;46;69;Cazado con red de suelo
A;3010951;Sturnus unicolor;15;7;1987;Pinares de Hinojos;Hinojos;Huelva;2;0;PND;;;;;;;;;;Anillamiento
C;3010951;Sturnus unicolor;1;9;1987;El Marmol;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;46;69;Cazado con red de suelo
A;3027893;Sturnus unicolor;28;1;1989;Lucio Poco Abrigo;Puebla del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;3027893;Sturnus unicolor;5;9;1989;Vuelta la Arena;Puebla del Rio;Sevilla;4;0;Cazador;;;;;;;;;;Cazado con red de suelo
A;3036532;Cyanopica cyana;24;9;1994;Torrecuadros;Hinojos;Huelva;3;0;J Ayala;;;;;;;;;;Anillamiento
C;3036532;Cyanopica cyana;24;9;2001;Torrecuadros;Hinojos;Huelva;A;0;M. Vazquez;;;;;;;;2554;1;control
A;5055319;Corvus monedula;28;10;2002;Cañada de los Pajaros;Puebla del Rio;Sevilla;3;0;CDP;;;;;;;;;;Anillamiento
C;5055319;Corvus monedula;15;4;2006;Dehesa de Abajo;Puebla del Rio;Sevilla;A;0;M. Vazquez;;;;;;;;1265;6;control
A;L262573;Cettia cetti;14;10;1999;La Marmoleja;Puebla del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L262573;Cettia cetti;10;10;2001;Cantaritas;Puebla del Rio;Sevilla;4;2;JL Arroyo;;;;;;;;727;19;control
A;L958478;Cettia cetti;12;7;2004;Laguna del Gobierno;La Lantejuela;Sevilla;3;2;M Vega;;;;;;;;;;Anillamiento
C;L958478;Cettia cetti;29;8;2006;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;778;87;control
A;N339474;Cettia cetti;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N339475;Cettia cetti;11;5;2007;Brazo del Este;Puebla del Rio;Sevilla;4;0;GOSUR;;;;;;;;273;18;control
A;N317803;Locustella luscinioides;2;8;2006;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;N317803;Locustella luscinioides;28;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;26;18;control
A;N365286;Acrocephalus schoenobaenus;6;8;2006;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;;;Anillamiento
C;N365286;Acrocephalus schoenobaenus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;5;18;control
A;178269;Acrocephalus scirpaceus;16;9;1997;Castronuño;Castronuño;Valladolid;3;0;G Nycticorax;;;;;;;;;;Anillamiento
C;178269;Acrocephalus scirpaceus;18;10;1997;Laguna del Gobierno;La Lantejuela;Sevilla;2;0;M Vega;;;;;;;;32;450;Encontrada muerta
A;BS4548;Acrocephalus scirpaceus;27;5;2003;PNAE Roncaires;Castello D´Empuries;Girona;4;0;ICO;;;;;;;;;;Anillamiento
C;BS4548;Acrocephalus scirpaceus;4;9;2003;Veta La Palma;Puebla del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;100;973;control
A;CS0350;Acrocephalus scirpaceus;18;8;2005;Muro de los Pobres;Puebla del Rio;Sevilla;3;0;SEO Sevilla;1;62;;;;;;;;Anillamiento
C;CS0350;Acrocephalus scirpaceus;24;8;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;0;62;9.7;;;;;6;18;control
A;L358585;Acrocephalus scirpaceus;15;8;2001;Curva del Convento;Las Cabezas de San Juan;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;L358585;Acrocephalus scirpaceus;15;7;2005;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;0;63;9.4;;;;;1430;35;control
A;L467833;Acrocephalus scirpaceus;11;5;2001;Coria del Rio;Coria del Rio;Sevilla;4;2;Zamalla;;;;;;;;;;Anillamiento
C;L467833;Acrocephalus scirpaceus;5;8;2001;Utrera;Utrera;Sevilla;4;0;GOSUR;;;;;;;;86;29;control
A;L705800;Acrocephalus scirpaceus;18;7;2004;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;L705800;Acrocephalus scirpaceus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;3;;;;;;;754;18;control
A;L851416;Acrocephalus scirpaceus;24;7;2004;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L851416;Acrocephalus scirpaceus;27;4;2006;Manecorro PN Doñana;Almonte;Huelva;4;0;EBD;;;;;;;;642;47;control
A;L937723;Acrocephalus scirpaceus;17;3;2004;Las Gallegas;Malaga;Malaga;4;0;SEO Malaga;;;;;;;;;;Anillamiento
C;L937723;Acrocephalus scirpaceus;26;8;2004;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;162;153;control
A;N134977;Acrocephalus scirpaceus;24;7;2004;Puenteceso;A Coruña;A Coruña;4;2;GA Hercules;;;;;;;;;;Anillamiento
C;N134977;Acrocephalus scirpaceus;14;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;0;;;;;;;751;708;control
A;N180430;Acrocephalus scirpaceus;11;8;2005;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;N180430;Acrocephalus scirpaceus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;6;;;;;;;365;18;control
A;N206574;Acrocephalus scirpaceus;29;7;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N206574;Acrocephalus scirpaceus;11;8;2005;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;13;18;control
A;N206635;Acrocephalus scirpaceus;29;7;2005;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N206635;Acrocephalus scirpaceus;8;8;2005;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;10;18;control
A;N206647;Acrocephalus scirpaceus;29;7;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N206647;Acrocephalus scirpaceus;5;8;2005;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;7;18;control
A;N206648;Acrocephalus scirpaceus;29;7;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N206648;Acrocephalus scirpaceus;16;8;2005;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;18;18;control
A;N207313;Acrocephalus scirpaceus;7;9;2005;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N207313;Acrocephalus scirpaceus;11;8;2006;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;338;18;control
A;N246713;Acrocephalus scirpaceus;25;9;2005;Parque del Alamillo;Sevilla;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;N246713;Acrocephalus scirpaceus;23;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;332;18;control
A;N294592;Acrocephalus scirpaceus;21;8;2005;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;N294592;Acrocephalus scirpaceus;23;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;1;;;;;;;367;18;control
A;N317999;Acrocephalus scirpaceus;3;8;2006;Cantaritas;Puebla del Rio;Sevilla;5;2;JL Arroyo;;;;;;;;;;Anillamiento
C;N317999;Acrocephalus scirpaceus;18;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;4;;;;;;;15;18;control
A;N353540;Acrocephalus scirpaceus;23;5;2006;Veta La Palma;Puebla del Rio;Sevilla;5;0;O. Gonzalez;;;;;;;;;;Anillamiento
C;N353540;Acrocephalus scirpaceus;11;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;5;;;;;;;80;18;control
A;;Acrocephalus scirpaceus;29;7;2006;Arguedas;Arguedas;Navarra;4;0;A. Munilla;1;65;10.3;;;;;;;Anillamiento
C;N359550;Acrocephalus scirpaceus;18;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;20;669;control
A;N364189;Acrocephalus scirpaceus;28;8;2006;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;N364189;Acrocephalus scirpaceus;18;5;2007;Desembocadura Rio Guadiaro;San Roque;Cadiz;4;0;Milvus Goes;1;63.5;10.7;;;;;263;130;control
A;N491140;Acrocephalus scirpaceus;20;8;2006;Cantaritas;Puebla del Rio;Sevilla;3;0;JL Arroyo;;;;;;;;;;Anillamiento
C;N491140;Acrocephalus scirpaceus;28;8;2006;Caño Navarro;Coria del Rio;Sevilla;3;0;M. Vazquez;2;;;;;;;8;18;control
A;2811751;Acrocephalus arundinaceus;6;8;2000;Marismas del Odiel;Huelva;Huelva;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2811751;Acrocephalus arundinaceus;28;4;2002;Laguna del Gobierno;La Lantejuela;Sevilla;4;0;M. Vazquez;;;;;;;;630;151;control
A;2A058868;Acrocephalus arundinaceus;10;5;2004;Laguna de Medina;Jerez de la Frontera;Cadiz;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2A058868;Acrocephalus arundinaceus;3;7;2005;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;446;67;control
C;2A058868;Acrocephalus arundinaceus;2;6;2006;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;814;67;control
A;2A058870;Acrocephalus arundinaceus;10;5;2004;Laguna de Medina;Jerez de la Frontera;Cadiz;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2A058870;Acrocephalus arundinaceus;25;7;2004;Cantaritas;Puebla del Rio;Sevilla;4;0;JL Arroyo;;;;;;;;76;67;control
A;V005567;Acrocephalus arundinaceus;28;6;1998;Curva del Convento;Las Cabezas de San Juan;Sevilla;1;0;GOSUR;;;;;;;;;;Anillamiento
C;V005567;Acrocephalus arundinaceus;11;8;2005;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;7;90;38;;;;;2601;35;control
A;V023269;Acrocephalus arundinaceus;28;8;1999;La Quintanilla;Las Cabezas de San Juan;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;V023269;Acrocephalus arundinaceus;26;8;2004;Caño Navarro;Coria del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;1825;35;control
A;L282059;Sylvia atricapilla;1;4;1999;Finca El Coto;Utrera;Sevilla;5;1;GOSUR;;;;;;;;;;Anillamiento
C;L282059;Sylvia atricapilla;1;12;1999;El Cuervo;Lebrija;Sevilla;2;0;M. Vazquez;;;;;;;;244;28;Cazada
A;2220251;Sylvia atricapilla;31;10;1987;Arroyo San Antonio;Utrera;Sevilla;4;2;J Ayala;1;74;;;;;;;;Anillamiento
C;2220251;Sylvia atricapilla;24;1;1988;Dehesa Carchena;Coria del Rio;Sevilla;6;2;M. Vazquez;3;;;;;;;;;control
A;2222247;Sylvia atricapilla;27;3;1988;Arroyo Tarazona;Carmona;Sevilla;5;1;J Lopez;;;;;;;;;;Anillamiento
C;2222247;Sylvia atricapilla;14;3;1989;La Estrella;Palomares del Rio;Sevilla;7;1;M. Vazquez;3;;;;;;;;;control
A;2286334;Sylvia atricapilla;11;11;1991;Castellar de la Frontera;Castellar de la Frontera;Cadiz;4;0;EBD;;;;;;;;;;Anillamiento
C;2286334;Sylvia atricapilla;24;11;1991;Cantera del Duende;El Rubio;Sevilla;4;0;M. Vazquez;;;;;;;;13;120;control
A;2374743;Sylvia atricapilla;27;12;1992;Arroyo Gascon;Marchena;Sevilla;2;1;LEO BIAGGI;;;;;;;;;;Anillamiento
C;2374743;Sylvia atricapilla;25;3;1994;Casilla Juan de Pico;La Lantejuela;Sevilla;2;0;LEO BIAGGI;;;;;;;;;;Pinchado en despensa de lanius excubitor
A;2890128;Sylvia atricapilla;15;3;2000;Borbollon Auta;Riogordo;Malaga;5;1;G Luscinia;;;;;;;;;;Anillamiento
C;2890128;Sylvia atricapilla;5;11;2000;Lora del Rio;Lora del Rio;Sevilla;5;1;Zamalla;;;;;;;;235;126;control
A;2221572;Cercotrichas galactotes;8;5;1988;Los Palacios;Los Palacios;Sevilla;4;0;J Ayala;;;;;;;;;;Anillamiento
C;2221572;Cercotrichas galactotes;4;6;1992;El Alcornocal;Los Palacios;Sevilla;8;1;M. Vazquez;;;;;;;;;1;control
A;2221580;Cercotrichas galactotes;2;6;1988;Los Palacios;Los Palacios;Sevilla;4;1;J Ayala;;;;;;;;;;Anillamiento
C;2221580;Cercotrichas galactotes;30;6;1992;El Alcornocal;Los Palacios;Sevilla;8;1;M. Vazquez;;;;;;;;;1;control
A;2275399;Cercotrichas galactotes;20;6;1990;Los Palacios;Los Palacios;Sevilla;1;0;GOSUR;;;;;;;;;;Anillamiento
C;2275399;Cercotrichas galactotes;13;8;1992;El Alcornocal;Los Palacios;Sevilla;7;1;M. Vazquez;;;;;;;;;2;control
A;2358316;Cercotrichas galactotes;26;8;1990;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2358316;Cercotrichas galactotes;9;8;1999;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;3270;2;control
A;2358962;Cercotrichas galactotes;22;8;1993;Rio Lora;Los Palacios;Sevilla;4;2;GOSUR;;;;;;;;;;Anillamiento
C;2358962;Cercotrichas galactotes;14;6;1996;El Alcornocal;Los Palacios;Sevilla;4;2;M. Vazquez;;;;;;;;1027;3;control
A;2359053;Cercotrichas galactotes;6;7;1994;Los Palacios;Los Palacios;Sevilla;1;0;GOSUR;;;;;;;;;;Anillamiento
C;2359053;Cercotrichas galactotes;21;6;1995;El Alcornocal;Los Palacios;Sevilla;5;0;M. Vazquez;;;;;;;;350;2;control
A;2359322;Cercotrichas galactotes;25;8;1996;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2359322;Cercotrichas galactotes;28;8;1996;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;4;2;control
A;2359323;Cercotrichas galactotes;25;8;1996;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2359323;Cercotrichas galactotes;28;8;1996;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;4;2;control
A;2359333;Cercotrichas galactotes;25;8;1996;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2359333;Cercotrichas galactotes;28;8;1996;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;4;2;control
A;2359336;Cercotrichas galactotes;25;8;1996;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2359336;Cercotrichas galactotes;28;8;1996;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;4;2;control
A;2359340;Cercotrichas galactotes;25;8;1996;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2359340;Cercotrichas galactotes;28;8;1996;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;4;2;control
A;2361522;Cercotrichas galactotes;22;8;1993;Los Palacios;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;2361522;Cercotrichas galactotes;17;5;1995;El Alcornocal;Los Palacios;Sevilla;7;0;M. Vazquez;;;;;;;;633;2;control
A;2565386;Cercotrichas galactotes;18;5;1993;Los Palacios;Los Palacios;Sevilla;4;0;G Nevadensis;;;;;;;;;;Anillamiento
C;2565386;Cercotrichas galactotes;5;8;1996;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;1175;3;control
C;2565386;Cercotrichas galactotes;10;8;1999;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;2275;3;control
A;2673672;Cercotrichas galactotes;17;7;1995;Los Palacios;Los Palacios;Sevilla;1;0;G Nevadensis;;;;;;;;;;Anillamiento
C;2673672;Cercotrichas galactotes;25;8;1995;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;39;3;control
A;2838407;Cercotrichas galactotes;25;5;1998;Los Palacios;Los Palacios;Sevilla;4;0;G Nevadensis;;;;;;;;;;Anillamiento
C;2838407;Cercotrichas galactotes;8;6;1998;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;11;3;control
A;2838426;Cercotrichas galactotes;31;5;1998;Los Palacios;Los Palacios;Sevilla;4;1;G Nevadensis;;;;;;;;;;Anillamiento
C;2838426;Cercotrichas galactotes;17;5;2000;El Alcornocal;Los Palacios;Sevilla;4;1;M. Vazquez;;;;;;;;717;3;control
A;2838428;Cercotrichas galactotes;31;5;1998;Los Palacios;Los Palacios;Sevilla;4;1;G Nevadensis;;;;;;;;;;Anillamiento
C;2838428;Cercotrichas galactotes;2;6;2000;El Alcornocal;Los Palacios;Sevilla;4;1;M. Vazquez;;;;;;;;733;3;control
A;2838436;Cercotrichas galactotes;20;6;1998;Los Palacios;Los Palacios;Sevilla;1;0;G Nevadensis;;;;;;;;;;Anillamiento
C;2838436;Cercotrichas galactotes;15;5;2000;El Alcornocal;Los Palacios;Sevilla;4;2;M. Vazquez;;;;;;;;697;3;control
A;2838459;Cercotrichas galactotes;26;6;1998;Los Palacios;Los Palacios;Sevilla;4;2;G Nevadensis;;;;;;;;;;Anillamiento
C;2838459;Cercotrichas galactotes;18;8;1999;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;418;3;control
A;2628332;Cercotrichas galactotes;26;7;1994;El Alcornocal;Los Palacios;Sevilla;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2628332;Cercotrichas galactotes;17;6;1995;Los Palacios;Los Palacios;Sevilla;5;0;GOSUR;;;;;;;;326;2;control
A;2628342;Cercotrichas galactotes;2;8;1994;El Alcornocal;Los Palacios;Sevilla;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2628342;Cercotrichas galactotes;1;6;1995;Los Palacios;Los Palacios;Sevilla;5;0;GOSUR;;;;;;;;303;2;control
A;2628345;Cercotrichas galactotes;2;8;1994;El Alcornocal;Los Palacios;Sevilla;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2628345;Cercotrichas galactotes;27;7;1995;Los Palacios;Los Palacios;Sevilla;5;0;GOSUR;;;;;;;;358;2;control
A;2628351;Cercotrichas galactotes;4;8;1994;El Alcornocal;Los Palacios;Sevilla;1;0;M. Vazquez;;;;;;;;;;Anillamiento
C;2628351;Cercotrichas galactotes;17;6;1995;Los Palacios;Los Palacios;Sevilla;5;0;GOSUR;;;;;;;;317;2;control
A;AP5775;Phylloscopus trochilus;20;4;2000;Isla del Aire;San Luis;Menorca;4;0;GOB Menorca;;;;;;;;;;Anillamiento
C;AP5775;Phylloscopus trochilus;28;8;2000;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;130;933;control
A;271350;Phylloscopus collybita;18;2;1989;Lucio Poco Abrigo;Puebla del Rio;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;271350;Phylloscopus collybita;1;7;1989;Embalse de Valdesalor;Torreorgaz;Caceres;4;0;Otro;;;;;;;;133;236;control
A;4022858;Cyanopica cyana;16;6;1989;PN Doñana;Almonte;Huelva;1;0;PND;;;;;;;;;;Anillamiento
C;4022858;Cyanopica cyana;17;3;1991;El Acebuche;Almonte;Huelva;4;0;M. Vazquez;1;121;63.5;;;;07-ago;;2;control
A;4022854;Cyanopica cyana;16;6;1989;PN Doñana;Almonte;Huelva;1;0;PND;;;;;;;;;;Anillamiento
C;4022854;Cyanopica cyana;5;2;1991;El Acebuche;Almonte;Huelva;4;0;M. Vazquez;1;127;68;;;;15-16;;2;control
A;3006703;Lanius excubitor;31;10;1986;Pinares de Puebla;Puebla del Rio;Sevilla;3;0;R. Jimenez;;;;;;;;;;Anillamiento
C;3006703;Lanius excubitor;15;1;1994;Dehesa de Abajo;Puebla del Rio;Sevilla;A;0;M. Vazquez;;;;;;;;;5;Encontrada anilla con detector de metales
A;L044905;Delichon urbica;24;4;1996;El Rocio;Almonte ;Huelva;4;1;LA. Hill;;;;;;;;;;Anillamiento
C;L044905;Delichon urbica;2;8;1996;Carrtera El Rocio-Matalascañas;Almonte ;Huelva;2;0;Zamalla;;;;;;;;101;1;Encontrada muerta
A;V023339;Lanius senator;15;8;2000;Rio Lora;Los Palacios;Sevilla;3;0;GOSUR;;;;;;;;;;Anillamiento
C;V023339;Lanius senator;4;9;2000;El Alcornocal;Los Palacios;Sevilla;3;0;M. Vazquez;;;;;;;;20;3;control
A;2360528;Lanius senator;14;7;1996;Rio Lora;Los Palacios;Sevilla;4;1;GOSUR;;;;;;;;;;Anillamiento
C;2360528;Lanius senator;18;8;1996;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;765;3;control
A;474580;Saxicola torquata;15;9;1992;RB Doñana;Almonte ;Huelva;3;1;M. Pineda;;;;;;;;;;Anillamiento
C;474580;Saxicola torquata;30;11;1994;RB Doñana;Almonte ;Huelva;7;1;M. Vazquez;;;;;;;;;1;control
A;701264;Cettia cetti;6;10;1993;La Rocina PND;Almonte ;Huelva;2;1;PND;;;;;;;;;;Anillamiento
C;701264;Cettia cetti;19;8;1994;Manecorro PN Doñana;Almonte ;Huelva;4;1;M. Vazquez;0;62;13.5;;;;;;2;control
A;L281866;Sylvia borin;11;9;1999;Rio Lora;Los Palacios;Sevilla;4;0;GOSUR;;;;;;;;;;Anillamiento
C;L281866;Sylvia borin;21;9;1999;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;10;3;control
A;L175971;Sylvia borin;10;9;1998;El Alcornocal;Los Palacios;Sevilla;4;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L175971;Sylvia borin;11;9;1999;Rio Lora;Los Palacios;Sevilla;4;0;GOSUR;;;;;;;;366;3;control
A;191406;Phylloscopus collybita;20;12;1987;Dehesa Carchena;Coria del Rio;Sevilla;2;0;M. Vazquez;;;;;;;;;;Anillamiento
C;191406;Phylloscopus collybita;2;1;1989;Fuentes;Puebla del Rio;Sevilla;4;0;M. Vazquez;2;57;;;;;dic-13;;3;control
A;403706;Luscinia svecica;16;12;1990;Lucio Poco Abrigo;Puebla del Rio;Sevilla;2;1;M. Vazquez;;;;;;;;;;Anillamiento
C;403706;Luscinia svecica;30;10;1994;Coria del Rio;Coria del Rio;Sevilla;2;0;GOSUR;;;;;;;;1414;10;Encontrada muerta
A;404573;Erithacus rubecula;29;11;1992;Arroyo Gascon;Marchena;Sevilla;3;0;LEO BIAGGI;;;;;;;;;;Anillamiento
C;404573;Erithacus rubecula;25;3;1994;Casilla Juan de Pico;La Lantejuela;Sevilla;2;0;LEO BIAGGI;;;;;;;;;8;Pinchado en despensa de lanius excubitor
A;L085936;Erithacus rubecula;18;10;1996;Torrecuadros;Hinojos;Huelva;3;0;M. Vazquez;;;;;;;;;;Anillamiento
C;L085936;Erithacus rubecula;25;10;1996;San Jose del Valle;San Jose del Valle;Cadiz;3;0;Otro;;;;;;;;7;92;control
A;L089564;Erithacus rubecula;7;10;1996;RB Doñana;Almonte;Huelva;3;0;PJ. Belman;;;;;;;;;;Anillamiento
C;L089564;Erithacus rubecula;5;2;1997;Palacio de Doñana;Almonte;Huelva;4;0;M. Vazquez;;;;;;;;;1;control
A;572372;Erithacus rubecula;24;11;1993;RB Doñana;Almonte;Huelva;3;0;M. Pineda;;;;;;;;;;Anillamiento
