MODO,METAL,ESPECIE,DIA ,MES ,AÑO,LOCALIDAD,PAIS,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones
C,L628086,Motacilla alba ,23,4,2004,"Saint Aignan, Loire et Cher",Francia,2,0,Extranjero,,,,,,,,518,1250,Encontrado muerto
A,L765176,Motacilla alba ,13,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L765176,Motacilla alba ,1,3,2003,"Kampen, Drenthe",Holanda,2,0,Extranjero,,,,,,,,78,1922,Colision contra cristales
A,L765437,Motacilla alba ,20,12,2002,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L765437,Motacilla alba ,7,7,2003,"Westerstede Mansie, Weser Ems Excep Islas",Alemania,2,0,Extranjero,,,,,,,,199,2057,Encontrado muerto
A,L768702,Motacilla alba ,13,2,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L768702,Motacilla alba ,30,5,2003,"Burghausen, Oberbayern",Alemania,2,0,Extranjero,,,,,,,,106,1936,Encontrado muerto anilla roja
A,L751801,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L751801,Motacilla alba ,15,8,2003,"Düssnitz, Sachsen Anhalt",Alemania,5,1,Extranjero,,,,,,,,196,2171,Colision contra un coche anilla naranja
A,L751891,Motacilla alba ,31,1,2003,"San Pablo, Sevilla",España,5,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L751891,Motacilla alba ,13,6,2005,"Seesen Harz, Braunschweig Inc Hildsh",Alemania,2,0,Extranjero,,,,,,,,864,2045,Encontrado muerto anilla naranja
A,L797360,Motacilla alba ,21,11,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L797360,Motacilla alba ,8,4,2005,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,504,2362,control anilla roja leido telescopio
C,L797360,Motacilla alba ,17,4,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,878,2362,control anilla roja leido telescopio
C,L797360,Motacilla alba ,15,7,2006,"Bovense Strand, Fyn",Dinamarca,4,1,Extranjero,,,,,,,,967,2363,Capturada por un gato
A,L797597,Motacilla alba ,4,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L797597,Motacilla alba ,19,8,2006,"Rheinbach Womersdorf, Köln",Alemania,2,0,Extranjero,,,,,,,,989,1792,Encontrado muerto anilla roja
A,L939258,Motacilla alba ,29,12,2003,"San Pablo, Sevilla",España,3,0,M. Vazquez,,,,,,,,,,Anillamiento
C,L939258,Motacilla alba ,28,9,2004,"Offstein, Rheinhessen Pfalz",Alemania,4,1,Extranjero,,,24.4,,,,,274,1768,control
C,L939258,Motacilla alba ,11,4,2005,"Kreischa, Dresden",Alemania,4,1,Extranjero,,,,,,,,469,2165,control
A,L939525,Motacilla alba ,12,1,2004,"San Pablo, Sevilla",España,5,2,M. Vazquez,,,,,,,,,,Anillamiento
C,L939525,Motacilla alba ,2,8,2004,"Münchhausen Sintshausen, Giessen",Alemania,2,0,Extranjero,,,,,,,,203,1898,Encontrado muerto
