MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
C,2628351,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,17,6,1995,Los Palacios,Los Palacios,Sevilla,5,0.0,GOSUR,,,,,,,,317.0,2.0,control,06/17/1995
A,AP5775,Willow Warbler,Phylloscopus trochilus,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,20,4,2000,Isla del Aire,San Luis,Menorca,4,0.0,GOB Menorca,,,,,,,,,,anillamiento,04/20/2000
C,AP5775,Willow Warbler,Phylloscopus trochilus,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,28,8,2000,El Alcornocal,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,130.0,933.0,control,08/28/2000
A,271350,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,18,2,1989,Lucio Poco Abrigo,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,02/18/1989
C,271350,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,1,7,1989,Embalse de Valdesalor,Torreorgaz,Caceres,4,0.0,Otro,,,,,,,,133.0,236.0,control,07/01/1989
A,4022858,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",16,6,1989,PN Doñana,Almonte,Huelva,1,0.0,PND,,,,,,,,,,anillamiento,06/16/1989
C,4022858,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",17,3,1991,El Acebuche,Almonte,Huelva,4,0.0,M. Vazquez,1.0,121.0,63.5,,,,7-8,,2.0,control,03/17/1991
A,4022854,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",16,6,1989,PN Doñana,Almonte,Huelva,1,0.0,PND,,,,,,,,,,anillamiento,06/16/1989
C,4022854,Azure-winged Magpie,Cyanopica cyanus,"Corvidae (Crows, Jays, and Magpies)",Passeriformes,"Jays, Magpies, Crows, and Ravens",5,2,1991,El Acebuche,Almonte,Huelva,4,0.0,M. Vazquez,1.0,127.0,68.0,,,,15-16,,2.0,control,02/05/1991
A,3006703,Great Gray Shrike,Lanius excubitor,Laniidae (Shrikes),Passeriformes,Shrikes,31,10,1986,Pinares de Puebla,Puebla del Rio,Sevilla,3,0.0,R. Jimenez,,,,,,,,,,anillamiento,10/31/1986
C,3006703,Great Gray Shrike,Lanius excubitor,Laniidae (Shrikes),Passeriformes,Shrikes,15,1,1994,Dehesa de Abajo,Puebla del Rio,Sevilla,A,0.0,M. Vazquez,,,,,,,,,5.0,muerto,01/15/1994
A,L044905,Common House-Martin,Delichon urbicum,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,24,4,1996,El Rocio,Almonte ,Huelva,4,1.0,LA. Hill,,,,,,,,,,anillamiento,04/24/1996
C,L044905,Common House-Martin,Delichon urbicum,Hirundinidae (Swallows),Passeriformes,Martins and Swallows,2,8,1996,Carrtera El Rocio-Matalascañas,Almonte ,Huelva,2,0.0,Zamalla,,,,,,,,101.0,1.0,muerto,08/02/1996
A,V023339,Woodchat Shrike,Lanius senator,Laniidae (Shrikes),Passeriformes,Shrikes,15,8,2000,Rio Lora,Los Palacios,Sevilla,3,0.0,GOSUR,,,,,,,,,,anillamiento,08/15/2000
C,V023339,Woodchat Shrike,Lanius senator,Laniidae (Shrikes),Passeriformes,Shrikes,4,9,2000,El Alcornocal,Los Palacios,Sevilla,3,0.0,M. Vazquez,,,,,,,,20.0,3.0,control,09/04/2000
A,2360528,Woodchat Shrike,Lanius senator,Laniidae (Shrikes),Passeriformes,Shrikes,14,7,1996,Rio Lora,Los Palacios,Sevilla,4,1.0,GOSUR,,,,,,,,,,anillamiento,07/14/1996
C,2360528,Woodchat Shrike,Lanius senator,Laniidae (Shrikes),Passeriformes,Shrikes,18,8,1996,El Alcornocal,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,765.0,3.0,control,08/18/1996
A,474580,African Stonechat,Saxicola torquatus,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,15,9,1992,RB Doñana,Almonte ,Huelva,3,1.0,M. Pineda,,,,,,,,,,anillamiento,09/15/1992
C,474580,African Stonechat,Saxicola torquatus,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,30,11,1994,RB Doñana,Almonte ,Huelva,7,1.0,M. Vazquez,,,,,,,,,1.0,control,11/30/1994
A,701264,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,6,10,1993,La Rocina PND,Almonte ,Huelva,2,1.0,PND,,,,,,,,,,anillamiento,10/06/1993
C,701264,Cetti's Warbler,Cettia cetti,Scotocercidae (Bush Warblers and Allies),Passeriformes,Bush Warblers and Allies,19,8,1994,Manecorro PN Doñana,Almonte ,Huelva,4,1.0,M. Vazquez,0.0,62.0,13.5,,,,,,2.0,control,08/19/1994
A,L281866,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,11,9,1999,Rio Lora,Los Palacios,Sevilla,4,0.0,GOSUR,,,,,,,,,,anillamiento,09/11/1999
C,L281866,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,21,9,1999,El Alcornocal,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,10.0,3.0,control,09/21/1999
A,L175971,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,10,9,1998,El Alcornocal,Los Palacios,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,09/10/1998
C,L175971,Garden Warbler,Sylvia borin,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",Passeriformes,Sylviid Warblers,11,9,1999,Rio Lora,Los Palacios,Sevilla,4,0.0,GOSUR,,,,,,,,366.0,3.0,control,09/11/1999
A,191406,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,20,12,1987,Dehesa Carchena,Coria del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,12/20/1987
C,191406,Common Chiffchaff,Phylloscopus collybita,Phylloscopidae (Leaf Warblers),Passeriformes,Leaf Warblers,2,1,1989,Fuentes,Puebla del Rio,Sevilla,4,0.0,M. Vazquez,2.0,57.0,,,,,12-13,,3.0,control,01/02/1989
A,403706,Bluethroat,Luscinia svecica,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,16,12,1990,Lucio Poco Abrigo,Puebla del Rio,Sevilla,2,1.0,M. Vazquez,,,,,,,,,,anillamiento,12/16/1990
C,403706,Bluethroat,Luscinia svecica,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,30,10,1994,Coria del Rio,Coria del Rio,Sevilla,2,0.0,GOSUR,,,,,,,,1414.0,10.0,muerto,10/30/1994
A,404573,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,29,11,1992,Arroyo Gascon,Marchena,Sevilla,3,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,11/29/1992
C,404573,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,3,1994,Casilla Juan de Pico,La Lantejuela,Sevilla,2,0.0,LEO BIAGGI,,,,,,,,,8.0,muerto,03/25/1994
A,L085936,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,18,10,1996,Torrecuadros,Hinojos,Huelva,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,10/18/1996
C,L085936,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,25,10,1996,San Jose del Valle,San Jose del Valle,Cadiz,3,0.0,Otro,,,,,,,,7.0,92.0,control,10/25/1996
A,L089564,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,7,10,1996,RB Doñana,Almonte,Huelva,3,0.0,PJ. Belman,,,,,,,,,,anillamiento,10/07/1996
C,L089564,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,5,2,1997,Palacio de Doñana,Almonte,Huelva,4,0.0,M. Vazquez,,,,,,,,,1.0,control,02/05/1997
A,572372,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,24,11,1993,RB Doñana,Almonte,Huelva,3,0.0,M. Pineda,,,,,,,,,,anillamiento,11/24/1993
C,572372,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,8,12,1994,Palacio de Doñana,Almonte,Huelva,4,0.0,Zamalla,,,,,,,,,1.0,control,12/08/1994
A,572709,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,23,10,1993,RB Doñana,Almonte,Huelva,3,0.0,M. Pineda,,,,,,,,,,anillamiento,10/23/1993
C,572709,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,30,11,1994,Palacio de Doñana,Almonte,Huelva,4,0.0,M. Vazquez,,,,,,,,,1.0,control,11/30/1994
A,572797,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,11,11,1993,RB Doñana,Almonte,Huelva,3,0.0,M. Pineda,,,,,,,,,,anillamiento,11/11/1993
C,572797,European Robin,Erithacus rubecula,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,8,12,1994,Palacio de Doñana,Almonte,Huelva,4,0.0,Zamalla,,,,,,,,,1.0,control,12/08/1994
A,3006341,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,13,11,1994,Manecorro PN Doñana,Almonte,Huelva,4,2.0,EBD,,,,,,,,,,anillamiento,11/13/1994
C,3006341,Eurasian Blackbird,Turdus merula,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,22,12,1995,Puente de la Canariega,Almonte,Huelva,2,0.0,Zamalla,,,,,,,,,1.0,muerto,12/22/1995
A,3027888,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,28,1,1989,Huerta El Torno,Dos Hermanas,,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,01/28/1989
C,3027888,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,26,2,1989,Trigueros,Trigueros,Huelva,4,0.0,Particular,,,,,,,,28.0,82.0,muerto,02/26/1989
A,3260427,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,10,3,2005,El Alamillo,Sevilla,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,03/10/2005
C,3260427,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,6,11,2005,Andoain,Andoain,Guipuzcoa,4,0.0,Particular,,,,,,,,241.0,729.0,muerto,11/06/2005
A,3260505,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,12,11,2005,Marismas del Odiel,Huelva,Huelva,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,11/12/2005
C,3260505,Song Thrush,Turdus philomelos,Turdidae (Thrushes and Allies),Passeriformes,Thrushes,28,1,2006,Bonares,Bonares,Huelva,2,0.0,JM Sayago,,,,,,,,77.0,21.0,muerto,01/28/2006
A,19851,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",16,8,1986,Montalban,Montalban,Toledo,3,0.0,G Atthis,,,,,,,,,,anillamiento,08/16/1986
C,19851,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",1,11,1986,Puebla del Rio,Puebla del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,75.0,602.0,muerto,11/01/1986
A,772541,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",7,10,1995,La Rocina PND,Almonte,Huelva,3,1.0,PND,,,,,,,,,,anillamiento,10/07/1995
C,772541,Eurasian Blue Tit,Cyanistes caeruleus,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",10,2,1997,El Rincon,Almonte,Huelva,4,0.0,M. Vazquez,,,,,,,,492.0,5.0,control,02/10/1997
A,701813,Long-tailed Tit,Aegithalos caudatus,Aegithalidae (Long-tailed Tits),Passeriformes,Long-tailed Tits and Bushtit,27,10,1993,PN Doñana,Almonte,Huelva,2,0.0,PND,,,,,,,,,,anillamiento,10/27/1993
C,701813,Long-tailed Tit,Aegithalos caudatus,Aegithalidae (Long-tailed Tits),Passeriformes,Long-tailed Tits and Bushtit,25,8,1994,Manecorro PN Doñana,Almonte,Huelva,2,0.0,M. Vazquez,,,,,,,,302.0,1.0,control,08/25/1994
A,L097695,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",16,9,1996,PN Doñana,Almonte,Huelva,4,2.0,PND,,,,,,,,,,anillamiento,09/16/1996
C,L097695,Great Tit,Parus major,"Paridae (Tits, Chickadees, and Titmice)",Passeriformes,"Tits, Chickadees, and Titmice",19,11,1996,Manecorro PN Doñana,Almonte,Huelva,4,0.0,M. Vazquez,,,,,,,,64.0,1.0,control,11/19/1996
A,2373032,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,20,2,1991,Caño Guadiamar PND,Aznalcazar,Sevilla,4,1.0,F. Ibañez,,,,,,,,,,anillamiento,02/20/1991
C,2373032,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,10,1991,Isla Mayor,Isla Mayor,Sevilla,2,0.0,M. Vazquez,,,,,,,,237.0,48.0,muerto,10/15/1991
A,2373239,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,30,9,1991,Lucio Marilopez PND,Aznalcazar,Sevilla,4,2.0,F. Ibañez,,,,,,,,,,anillamiento,09/30/1991
C,2373239,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,10,1991,Isla Mayor,Isla Mayor,Sevilla,2,0.0,M. Vazquez,,,,,,,,15.0,36.0,muerto,10/15/1991
A,2168890,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,14,3,1989,La Estrella,Palomares del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,03/14/1989
C,2168890,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,19,7,1989,Huerta del Majano,Coria del Rio,Sevilla,2,0.0,Cazador,,,,,,,,,10.0,muerto,07/19/1989
A,2035346,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,20,8,1987,Las Higueras,Coria del Rio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,08/20/1987
C,2035346,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,12,1987,Coria del Rio,Coria del Rio,Sevilla,2,0.0,Cazador,,,,,,,,,2.0,muerto,12/15/1987
A,2168687,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,19,6,1988,Huerta Daniel,Puebla del Rio,Sevilla,4,1.0,M. Vazquez,,,,,,,,,,anillamiento,06/19/1988
C,2168687,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Cazador,,,,,,,,,6.0,muerto,10/25/1988
A,2222531,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,29,6,1988,Fuentes,Puebla del Rio,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/29/1988
C,2222531,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Cazador,,,,,,,,,15.0,muerto,10/25/1988
A,2372611,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,8,9,1991,Cantera del Duende,El Rubio,Sevilla,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,09/08/1991
C,2372611,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,3,3,1992,Cortijo Molino del Marques,El Rubio,Sevilla,2,0.0,Cazador,,,,,,,,,5.0,muerto,03/03/1992
A,2286700,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,26,1,1991,Cantera del Duende,El Rubio,Sevilla,4,1.0,M. Vazquez,,,,,,,,,,anillamiento,01/26/1991
C,2286700,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,3,3,1992,Cortijo Molino del Marques,El Rubio,Sevilla,2,0.0,Cazador,,,,,,,,,5.0,muerto,03/03/1992
A,2372651,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,8,9,1991,Cantera del Duende,El Rubio,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,09/08/1991
C,2372651,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,19,7,2000,Cortijo Los Frailes,Marchena,Sevilla,2,0.0,M. Vega,,,,,,,,3235.0,37.0,muerto,07/19/2000
A,2372655,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,8,9,1991,Cantera del Duende,El Rubio,Sevilla,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,09/08/1991
C,2372655,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,10,1,1992,Herriza los Almendros,El Rubio,Sevilla,2,0.0,Cazador,,,,,,,,,4.0,muerto,01/10/1992
A,2811176,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,3,9,1999,Manecorro PN Doñana,Almonte,Huelva,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,09/03/1999
C,2811176,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,9,1999,El Rocio,Almonte,Huelva,2,0.0,EBD,,,,,,,,12.0,3.0,muerto,09/15/1999
A,2359302,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,15,8,1996,Rio Lora,Los Palacios,Sevilla,4,2.0,GOSUR,,,,,,,,,,anillamiento,08/15/1996
C,2359302,House Sparrow,Passer domesticus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,25,5,2000,El Alcornocal,Los Palacios,Sevilla,4,2.0,M. Vazquez,,,,,,,,1379.0,3.0,control,05/25/2000
A,2203968,Spanish Sparrow,Passer hispaniolensis,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,25,2,2001,Laguna del Gobierno,Lantejuela,Sevilla,4,1.0,Zamalla,,,,,,,,,,anillamiento,02/25/2001
C,2203968,Spanish Sparrow,Passer hispaniolensis,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,20,1,2003,Osuna,Osuna,Sevilla,4,1.0,Zamalla,,,,,,,,694.0,14.0,muerto,01/20/2003
A,2168876,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,14,3,1989,La Estrella,Palomares del Rio,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,03/14/1989
C,2168876,Eurasian Tree Sparrow,Passer montanus,Passeridae (Old World Sparrows),Passeriformes,Old World Sparrows,19,7,1989,Huerta del Majano,Coria del Rio,Sevilla,4,0.0,Cazador,,,,,,,,,10.0,muerto,07/19/1989
A,L111793,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",10,6,1997,Base de los Llanos,Albacete,Albacete,3,0.0,G Manchego,,,,,,,,,,anillamiento,06/10/1997
C,L111793,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",12,8,1999,Los Altos de Escucha,Albacete,Albacete,2,0.0,M. Vazquez,,,,,,,,5.0,793.0,muerto,08/12/1999
A,191482,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",19,6,1988,Huerta Daniel,Puebla del Rio,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,anillamiento,06/19/1988
C,191482,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,8,1988,Hornachuelos,Hornachuelos,Cordoba,2,0.0,Particular,,,,,,,,56.0,97.0,muerto,08/15/1988
A,233005,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",2,7,1988,Cerro Gordo,Puebla del Rio,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,anillamiento,07/02/1988
C,233005,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,7,1988,Piscina de Coria,Coria del Rio,Sevilla,2,0.0,Particular,,,,,,,,14.0,5.0,muerto,07/15/1988
A,905959,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",11,8,1998,La Escribana,Coria del Rio,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,anillamiento,08/11/1998
C,905959,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",11,12,1998,Puebla del Rio,Puebla del Rio,Sevilla,2,0.0,Particular,,,,,,,,122.0,3.0,muerto,12/11/1998
A,927913,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",30,4,1998,Pinar de Doña Rosa,Lora del Rio,Sevilla,5,1.0,M. Vazquez,,,,,,,,,,anillamiento,04/30/1998
C,927913,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,10,1998,Monte Gorla,Bergara,Guipuzcoa,2,0.0,Particular,,,,,,,,158.0,662.0,muerto,10/05/1998
A,191483,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",19,6,1988,Huerta Daniel,Puebla del Rio,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,anillamiento,06/19/1988
C,191483,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",25,10,1988,Los Olmasos,Puebla del Rio,Sevilla,2,0.0,Particular,,,,,,,,,6.0,muerto,10/25/1988
A,400569,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",27,9,1990,Huerta El Torno,Dos Hermanas,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,09/27/1990
C,400569,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,3,1992,Dos Hermanas,Dos Hermanas,Sevilla,2,0.0,Particular,,,,,,,,535.0,4.0,muerto,03/15/1992
A,400687,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,11,1990,Huerta El Torno,Dos Hermanas,Sevilla,3,0.0,M. Vazquez,,,,,,,,,,anillamiento,11/06/1990
C,400687,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",30,1,1993,Dos Hermanas,Dos Hermanas,Sevilla,2,0.0,Particular,,,,,,,,816.0,4.0,muerto,01/30/1993
A,612577,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",2,5,1995,La Escribana,Coria del Rio,Sevilla,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,05/02/1995
C,612577,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",15,3,1999,Coria del Rio,Coria del Rio,Sevilla,2,0.0,Particular,,,,,,,,1413.0,4.0,muerto,03/15/1999
A,2168981,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",8,11,1987,Puñana,Almensilla,Sevilla,3,2.0,M. Vazquez,,,,,,,,,,anillamiento,11/08/1987
C,2168981,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",8,11,1987,Rio Viejo,Coria del Rio,Sevilla,3,2.0,Particular,,,,,,,,0.0,10.0,muerto,11/08/1987
A,2216533,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",28,7,1988,Valdelatas,Madrid,Madrid,3,0.0,G Horus,,,,,,,,,,anillamiento,07/28/1988
C,2216533,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,5,1997,Dos Hermanas,Dos Hermanas,Sevilla,2,0.0,M. Vazquez,,,,,,,,3204.0,408.0,muerto,05/06/1997
A,2254947,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",2,1,1992,La Algaida,Sanlucar de Barrameda,Cadiz,4,2.0,M. Vazquez,,,,,,,,,,anillamiento,01/02/1992
C,2254947,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,9,1997,Manecorro PN Doñana,Almonte,Huelva,4,2.0,JL Arroyo,,,,,,,,,,control,09/06/1997
A,2256067,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",31,5,1989,La Estrella,Palomares del Rio,Sevilla,2,0.0,M. Vazquez,,,,,,,,,,anillamiento,05/31/1989
C,2256067,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,10,1989,El Sequero,Coria del Rio,Sevilla,2,0.0,Particular,,,,,,,,,5.0,muerto,10/05/1989
