MODO,METAL,NOMBRE_COMUN,ESPECIE,FAMILIA,ORDEN,GRUPO,DIA,MES,AÑO,LUGAR,MUNICIPIO,PROVINCIA,EDAD,SEXO,ANILLADOR,Grasa,Ala,peso,tarso,pico,cola,Hora,Dias,Kms,Observaciones,FECHA
C,G04345,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",1,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Particular,,,,,,,,,,muerto,12/01/1989
A,G06032,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",8,4,1983,Marismas del Odiel,Huelva,Huelva,1,0.0,L. Garcia,,,,,,,,,,anillamiento,04/08/1983
C,G06032,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",1,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Particular,,,,,,,,,,muerto,12/01/1989
A,G08673,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",22,4,1987,Marismas del Odiel,Huelva,Huelva,1,0.0,EBD,,,,,,,,,,anillamiento,04/22/1987
C,G08673,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",20,10,1987,Las Nuevas PND,Doñana,Huelva,3,0.0,Particular,,,,,,,,,,control,10/20/1987
A,G08904,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",8,4,1987,Marismas del Odiel,Huelva,Huelva,1,0.0,EBD,,,,,,,,,,anillamiento,04/08/1987
C,G08904,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",27,6,1987,Las Nuevas PND,Doñana,Huelva,3,0.0,Particular,,,,,,,,,,control,06/27/1987
A,G23028,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",26,5,1998,Ayamonte,Ayamonte,Huelva,1,0.0,L. Garcia,,,,,,,,,,anillamiento,05/26/1998
C,G23028,Eurasian Spoonbill,Platalea leucorodia,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",1,8,1998,Laguna de los Tollos,El Cuervo,Sevilla,3,0.0,JA. Cabral,,,,,,,,68.0,125.0,muerto,08/01/1998
A,7062761,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",23,5,2003,La Fao PND,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,05/23/2003
C,7062761,Glossy Ibis,Plegadis falcinellus,Threskiornithidae (Ibises and Spoonbills),Pelecaniformes,"Herons, Ibis, and Allies",15,12,2004,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,M.Vazquez,,,,,,,,572.0,24.0,control,12/15/2004
A,5096911,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,11,8,2005,Veta La Palma,Puebla del Rio,Sevilla,3,0.0,JL. Valle,,,,,,,,,,anillamiento,08/11/2005
C,5096911,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,29,8,2006,Moguer,Moguer,Huelva,5,0.0,M.Vazquez,,,,,,,,383.0,59.0,muerto,08/29/2006
A,6004230,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,20,8,1985,Lucio del Buen Tiro PND,Doñana,Sevilla,1,0.0,P.Rodriguez,,,,,,,,,,anillamiento,08/20/1985
C,6004230,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,24,4,1987,Aznalcazar,Aznalcazar,Sevilla,2,0.0,Cazador,,,,,,,,614.0,31.0,control,04/24/1987
A,G3349,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,30,7,1968,Lucio Marilopez PND,Aznalcazar,Sevilla,1,0.0,P.Rodriguez,,,,,,,,,,anillamiento,07/30/1968
C,G3349,Little Grebe,Tachybaptus ruficollis,Podicipedidae (Grebes),Podicipediformes,Grebes,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,25.0,muerto,12/15/1989
A,D05757,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,1,5,1965,RB Doñana,Almonte,Huelva,4,1.0,EBD,,,,,,,,,,anillamiento,05/01/1965
C,D05757,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,E22973,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1984,Caño Guadiamar PND,Almonte,Huelva,1,0.0,A. Herrera,,,,,,,,,,anillamiento,07/10/1984
C,E22973,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,8,1987,Puebla del Rio,Puebla del Rio,Sevilla,9,0.0,Cazador,,,,,,,,,,control,08/12/1987
A,DE09420,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,26,7,1971,Aznalcazar,Aznalcazar,Sevilla,1,2.0,P. Clarita,,,,,,,,,,anillamiento,07/26/1971
C,DE09420,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,DE12562,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,16,7,1975,Veladero PND,Aznalcazar,Sevilla,1,0.0,M. Espinar,,,,,,,,,,anillamiento,07/16/1975
C,DE12562,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,DE20516,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,26,6,1975,Veladero PND,Aznalcazar,Sevilla,1,1.0,P. Clarita,,,,,,,,,,anillamiento,06/26/1975
C,DE20516,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1981,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,control,11/15/1981
A,DE25614,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,2,6,1978,Lucio de Marilopez PND,Aznalcazar,Sevilla,1,1.0,P. Clarita,,,,,,,,,,anillamiento,06/02/1978
C,DE25614,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,DE29206,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,6,1978,Lucio de Marilopez PND,Aznalcazar,Sevilla,4,2.0,P. Clarita,,,,,,,,,,anillamiento,06/30/1978
C,DE29206,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,H18319,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,6,1972,Lucio Redondo PND,Aznalcazar,Sevilla,1,1.0,A. Sanchez,,,,,,,,,,anillamiento,06/25/1972
C,H18319,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,H18865,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,7,1972,Caño Travieso PND,Aznalcazar,Sevilla,4,1.0,M. Espinar,,,,,,,,,,anillamiento,07/06/1972
C,H18865,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,H18754,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,27,6,1972,Caño Travieso PND,Aznalcazar,Sevilla,1,2.0,M. Espinar,,,,,,,,,,anillamiento,06/27/1972
C,H18754,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,7004906,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,3,6,1986,Lucio del Molino PND,Aznalcazar,Sevilla,1,2.0,A. Herrera,,,,,,,,,,anillamiento,06/03/1986
C,7004906,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,8,1987,Puebla del Rio,Puebla del Rio,Sevilla,5,2.0,Cazador,,,,,,,,,,control,08/15/1987
A,7013573,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,7,7,1986,Las Nuevas PND,Aznalcazar,Sevilla,2,0.0,PND,,,,,,,,,,anillamiento,07/07/1986
C,7013573,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,23,10,1986,Cantaritas,Puebla del Rio,Sevilla,2,0.0,FG. Vilches,,,,,,,,,,muerto,10/23/1986
A,7014321,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,6,1987,Caño Cardales PND,Aznalcazar,Sevilla,1,1.0,I. Fernandez,,,,,,,,,,anillamiento,06/25/1987
C,7014321,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,5,7,1987,Lucio del Cangrejo PND,Aznalcazar,Sevilla,3,1.0,M. Vazquez,,,,,,,,,,muerto,07/05/1987
A,7015686,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,6,1986,Lucio de la Piedra PND,Aznalcazar,Sevilla,4,2.0,A. Herrera,,,,,,,,,,anillamiento,06/06/1986
C,7015686,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,8,2.0,M. Vazquez,,,,,,,,,,control,11/15/1988
A,7015752,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,6,1986,Caño Travieso PND,Aznalcazar,Sevilla,4,1.0,A. Herrera,,,,,,,,,,anillamiento,06/12/1986
C,7015752,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,8,2.0,M. Vazquez,,,,,,,,,,control,11/15/1988
A,7016118,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,8,6,1987,Lucio del Rey PND,Aznalcazar,Sevilla,1,0.0,A. Herrera,,,,,,,,,,anillamiento,06/08/1987
C,7016118,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,5,0.0,M. Vazquez,,,,,,,,,,control,11/15/1988
A,7016346,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,6,1987,La Gaveta PND,Aznalcazar,Sevilla,1,2.0,A. Herrera,,,,,,,,,,anillamiento,06/30/1987
C,7016346,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,5,2.0,M. Vazquez,,,,,,,,,,control,11/15/1988
A,7016521,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3,0.0,F. Ibañez,,,,,,,,,,anillamiento,07/12/1987
C,7016521,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,8,1987,Puebla del Rio,Puebla del Rio,Sevilla,3,0.0,FG. Vilches,,,,,,,,,,control,08/15/1987
A,7016528,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,12,7,1987,Lucio del Bolin PND,Almonte,Huelva,3,1.0,F. Ibañez,,,,,,,,,,anillamiento,07/12/1987
C,7016528,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,1,1988,Los Alamos,Isla Mayor,Sevilla,5,1.0,FG. Vilches,,,,,,,,,,control,01/15/1988
A,7017955,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,20,6,1987,Caño Travieso PND,Aznalcazar,Sevilla,3,0.0,F. Ibañez,,,,,,,,,,anillamiento,06/20/1987
C,7017955,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,8,1988,Los Caños,Sanlucar de Barrameda,Cadiz,5,0.0,FG. Vilches,,,,,,,,,,control,08/15/1988
A,7017969,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,21,6,1987,El Burro PND,Almonte,Huelva,3,1.0,F. Ibañez,,,,,,,,,,anillamiento,06/21/1987
C,7017969,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,18,1,1988,Cantaritas,Puebla del Rio,Sevilla,5,1.0,FG. Vilches,,,,,,,,121.0,29.0,control,01/18/1988
A,7018159,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,3,9,1986,Doñana PND,Almonte,Huelva,4,2.0,PND,,,,,,,,,,anillamiento,09/03/1986
C,7018159,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Isla Mayor,Isla Mayor,Sevilla,A,0.0,Cazador,,,,,,,,1197.0,33.0,muerto,12/15/1989
A,7027848,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,4,8,1988,El Puntal PND,Almonte,Huelva,3,2.0,PND,,,,,,,,,,anillamiento,08/04/1988
C,7027848,Mallard,Anas platyrhynchos,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,7,1989,Lucio Las Gavetas,Puebla del Rio,Sevilla,5,2.0,P. Rodriguez,,,,,,,,,,muerto,07/25/1989
A,E23000,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4,1.0,A. Herrera,,,,,,,,,,anillamiento,07/10/1984
C,E23000,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,A,0.0,Cazador,,,,,,,,,,muerto,12/15/1989
A,M1954,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,19,8,1971,Lucio de Marilopez PND,Aznalcazar,Sevilla,4,2.0,EBD,,,,,,,,,,anillamiento,08/19/1971
C,M1954,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,1,1,1990,Antequera,Antequera,Malaga,A,0.0,Cazador,,,,,,,,6710.0,157.0,muerto,01/01/1990
A,6002116,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,24,6,1987,Caño Cardales PND,Aznalcazar,Sevilla,1,1.0,P. Clarita,,,,,,,,,,anillamiento,06/24/1987
C,6002116,Gadwall,Mareca strepera,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,5,7,1987,Lucio del Cangrejo PND,Aznalcazar,Sevilla,3,1.0,P. Rodriguez,,,,,,,,,,muerto,07/05/1987
A,5006800,Marbled Teal,Marmaronetta angustirostris,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,6,8,1987,Cañada de los Pajaros,Puebla del Rio,Sevilla,3,1.0,LEO BIAGGI,,,,,,,,,,anillamiento,08/06/1987
C,5006800,Marbled Teal,Marmaronetta angustirostris,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,11,1988,Puebla del Rio,Puebla del Rio,Sevilla,5,0.0,Cazador,,,,,,,,,,control,11/15/1988
A,D10764,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,19,7,1984,Caño Guadiamar PND,Aznalcazar,Sevilla,4,2.0,I. Fernandez,,,,,,,,,,anillamiento,07/19/1984
C,D10764,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1988,Isla Mayor,Isla Mayor,Sevilla,A,0.0,M. Vazquez,,,,,,,,,,control,12/15/1988
A,7009034,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,14,7,1985,Lucio Redondo PND,Aznalcazar,Sevilla,1,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,07/14/1985
C,7009034,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,7,12,1987,Sueca,Sueca,Valencia,7,0.0,Cazador,,,,,,,,143.0,588.0,control,12/07/1987
A,7009036,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,14,7,1985,Lucio del Rinconcillo PND,Almonte,Huelva,2,1.0,LEO BIAGGI,,,,,,,,,,anillamiento,07/14/1985
C,7009036,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,27,11,1988,Cantaritas,Puebla del Rio,Sevilla,2,0.0,Cazador,,,,,,,,1288.0,15.0,control,11/27/1988
A,7060100,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,1,12,2001,Cañada de los Pajaros,Puebla del Rio,Sevilla,4,2.0,CDP,,,,,,,,,,anillamiento,12/01/2001
C,7060100,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,10,2006,Embalse de Alanje,Alanje,Badajoz,A,0.0,Particular,,,,,,,,1789.0,180.0,muerto,10/25/2006
A,7064223,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,16,7,2002,Caño Cardales PND,Aznalcazar,Sevilla,3,2.0,F. Ibañez,,,,,,,,,,anillamiento,07/16/2002
C,7064223,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,5,5,2005,Trebujena,Trebujena,Cadiz,A,0.0,M. Vazquez,,,,,,,,1024.0,24.0,control,05/05/2005
A,7021727,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,30,7,1988,Caño Travieso PND,Aznalcazar,Sevilla,1,1.0,A. Herrera,,,,,,,,,,anillamiento,07/30/1988
C,7021727,Red-crested Pochard,Netta rufina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,12,1989,Puebla del Rio,Puebla del Rio,Sevilla,5,0.0,Cazador,,,,,,,,,,control,12/15/1989
A,7014268,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,10,7,1986,Los Cardales PND,Hinojos,Huelva,1,2.0,I. Fernandez,,,,,,,,,,anillamiento,07/10/1986
C,7014268,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,15,3,1987,Isla Minima,Puebla del Rio,Sevilla,5,0.0,LEO BIAGGI,,,,,,,,,,muerto,03/15/1987
A,7031226,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,25,8,1988,PN Doñana,Almonte,Huelva,3,0.0,PND,,,,,,,,,,anillamiento,08/25/1988
C,7031226,Common Pochard,Aythya ferina,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,Waterfowl,13,8,1989,Lucio Las Gavetas,Puebla del Rio,Sevilla,5,0.0,LEO BIAGGI,,,,,,,,,,muerto,08/13/1989
A,C6543,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",28,7,1995,Alberuela de la Liena,Alberuela de la Liena,Huesca,3,0.0,GO Oscense,,,,,,,,,,anillamiento,07/28/1995
C,C6543,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",23,9,1995,Basurero de Ayerbe,Ayerbe,Huesca,3,0.0,FJ Ramos,,,,,,,,57.0,55.0,muerto,09/23/1995
A,C7452,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",4,10,1994,CREA Guadalajara,Sigüenza,Guadalajara,3,2.0,CREA,,,,,,,,,,anillamiento,10/04/1994
C,C7452,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",29,10,1994,El Arahal,El Arahal,Sevilla,3,0.0,Zamalla,,,,,,,,25.0,492.0,control,10/29/1994
A,1100036,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",13,12,1986,El Chorro,Ardales,Malaga,3,0.0,G Malaca,,,,,,,,,,anillamiento,12/13/1986
C,1100036,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",5,2,1987,El Arahal,El Arahal,Sevilla,5,0.0,Zamalla,,,,,,,,54.0,75.0,control,02/05/1987
A,1101866,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",9,5,1998,Valdevacas,Montejo,Segovia,1,0.0,G. Doval,,,,,,,,,,anillamiento,05/09/1998
C,1101866,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",13,7,1998,Constantina,Constantina,Sevilla,3,0.0,Zamalla,,,,,,,,66.0,375.0,control,07/13/1998
A,1103443,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",19,1,2007,Cazorla,Cazorla,Jaen,5,0.0,M. Vazquez,,,,,,,,,,anillamiento,01/19/2007
C,1103443,Eurasian Griffon,Gyps fulvus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",10,9,2008,Finca El Torilejo,Almodovar del Campo,Ciudad Real,7,0.0,CREA,,,,,,,,601.0,140.0,muerto,09/10/2008
A,8000198,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",8,6,1985,Hato Raton,Aznalcazar,Sevilla,1,0.0,L. Garcia,,,,,,,,,,anillamiento,06/08/1985
C,8000198,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",4,9,1987,La Pañoleta,Camas,Sevilla,7,0.0,LEO BIAGGI,,,,,,,,,,control,09/04/1987
A,8005926,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",8,7,2004,Cabezo de Torres,Murcia,Murcia,1,0.0,ANSE,,,,,,,,,,anillamiento,07/08/2004
C,8005926,Booted Eagle,Hieraaetus pennatus,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",18,1,2005,Ojuelos,Marchena,Sevilla,5,0.0,Zamalla,,,,,,,,194.0,380.0,muerto,01/18/2005
A,7044621,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",22,5,1999,Casilla Jona,Osuna,Sevilla,1,0.0,Zamalla,,,,,,,,,,anillamiento,05/22/1999
C,7044621,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",1,2,2000,Cazalilla,Cazalilla,Jaen,5,0.0,Particular,,,,,,,,255.0,136.0,muerto,02/01/2000
A,8002149,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",30,3,1993,Dehesa de Abajo,Puebla del Rio,Sevilla,3,0.0,LEO BIAGGI,,,,,,,,,,anillamiento,03/30/1993
C,8002149,Common Buzzard,Buteo buteo,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,4,1996,Finca Santa Teresa,Osuna,Sevilla,9,0.0,E. Gomez,,,,,,,,,,muerto,04/12/1996
A,7009784,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",9,6,1991,CREA Porzuna,Mairena del Aljarafe,Sevilla,4,0.0,M. Vazquez,,,,,,,,,,anillamiento,06/09/1991
C,7009784,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",12,7,1991,Sevilla,Sevilla,Sevilla,4,0.0,AMA,,,,,,,,33.0,9.0,muerto,07/12/1991
A,7035905,Black Kite,Milvus migrans,"Accipitridae (Hawks, Eagles, and Kites)",Accipitriformes,"Vultures, Hawks, and Allies",24,5,1996,RB Doñana,Almonte,Huelva,1,0.0,Vilches,,,,,,,,,,anillamiento,05/24/1996
