"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"C","UK1309","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",22,11,1996,"Puebla del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,63,1782,"control","11/22/1996",37.2694065,-6.063133
"A","UN7289","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",4,7,1998,"Korbeek Lo, Brabant","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/04/1998",50.8601903,4.7626896
"C","UN7289","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",10,11,1998,"Palomares del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,129,1730,"control","11/10/1998",37.3191342,-6.0684709
"A","612775","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",8,11,1995,"El Alamillo, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/08/1995",37.4175931,-5.9933135
"C","612776","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",16,6,1996,"Ridderkerk, Dolfjnpark, Zuid","Holanda","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,221,1809,"muerto","06/16/1996",51.8794143,4.5957556
"A","943428","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",7,3,1999,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/07/1999",37.3626595,-5.2270807
"C","943428","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",7,4,2000,"Hauconcourt, Moselle","Francia","4",0,"CRBPO",NA,NA,NA,NA,NA,NA,NA,397,1605,"control","04/07/2000",49.2193254,6.1898012
"A","AA8561","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",8,11,1998,"La Estrella, Palomares del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/08/1998",37.3191342,-6.0684709
"C","AA8561","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",20,4,2000,"Bostrup, Spodsbjerg, Fyn","Dinamarca","2",0,"Particular",NA,NA,NA,NA,NA,NA,NA,529,2347,"muerto","04/20/2000",54.929533,10.82605
"A","AK1767","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",21,11,2000,"Alcala de Guadaira, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/21/2000",37.3396769,-5.8418054
"C","AK1767","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",22,10,2002,"Wetteren, Oost Vlaanderen, Flandes ","Belgica","2",0,"BRUXELLES",NA,NA,NA,NA,NA,NA,NA,700,1705,"control","10/22/2002",51.0031237,3.8803171
"A","AK2969","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",22,2,2002,"San Pablo, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","02/22/2002",37.405368,-5.927562
"C","AK2969","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",25,5,2002,"Huntingdon, Cambridge, Huntingdom","Gran Bretaña","4",0,"BTO",NA,NA,NA,NA,NA,NA,NA,92,1719,"control","05/25/2002",52.33146,-0.182552
"A","BU3441","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",9,11,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","3",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/09/2003",37.3626595,-5.2270807
"C","BU3441","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",9,10,2004,"Saeftinghe, Sieperdaschor, Zeeland","Holanda","4",0,"ARNHEM",NA,NA,NA,NA,NA,NA,NA,335,1724,"control","10/09/2004",51.3378748,4.1924912
"A","CJ1501","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",29,3,2004,"El Alamillo, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/29/2004",37.4175931,-5.9933135
"C","CJ1501","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",4,4,2004,"Eemshaven, Groningen","Holanda","4",0,"Particular",NA,NA,NA,NA,NA,NA,NA,6,2037,"control","04/04/2004",53.4385887,6.8354937
"A","CR0723","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",31,10,2004,"Laguna del Gobierno, Lantejuela,Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/31/2004",37.3626595,-5.2270807
"C","CR0723","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",10,5,2005,"Aïn Jemaa","Marruecos","2",0,"Particular",NA,NA,NA,NA,NA,NA,NA,191,374,"control","05/10/2005",34.0254774,-5.7905653
"A","PH9546","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",10,8,1995,"Saint Mars La Briere, Sarthe","Francia","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/10/1995",48.0290466,0.3702594
"C","PH9546","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",13,1,1996,"La Marmoleja, Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,156,1304,"control","01/13/1996",37.2694065,-6.063133
"A","7D7681","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",20,8,1998,"Barton Turf, Stalhan, Norfolk","Gran Bretaña","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/20/1998",52.7485549,1.4867288
"C","7D7681","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",14,11,1998,"El Alamillo, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,86,1802,"control","11/14/1998",37.4175931,-5.9933135
"A","OU1334","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",29,9,2000,"Sandwich Bay Estate, Kent","Gran Bretaña","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/29/2000",51.2664239,1.3795275
"C","OU1334","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",25,11,2001,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,422,1576,"control","11/25/2001",37.3626595,-5.2270807
"A","AEL462","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",24,9,2003,"Sandwich Bay Estate, Kent","Gran Bretaña","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/24/2003",51.2664239,1.3795275
"C","AEL462","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",7,11,2004,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",0,"M. Vazquez",NA,61,7.4,NA,NA,NA,NA,410,1631,"control","11/07/2004",37.3626595,-5.2270807
"A","L447793","Black Redstart","Phoenicurus ochruros","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",25,11,2001,"Palomares del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/25/2001",37.3191342,-6.0684709
"C","L447793","Black Redstart","Phoenicurus ochruros","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",25,7,2003,"Blainville Sur L´Eau, Meurthe et Moselle","Francia","2",0,"CRBPO",NA,NA,NA,NA,NA,NA,NA,607,1605,"muerto","07/25/2003",48.555828,6.405988
"A","9K84426","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",29,7,1996,"Rieselfelder, DFFM Munster","Alemania","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/29/1996",51.9606649,7.6261347
"C","9K84426","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",2,11,1999,"La Marmoleja, Puebla del Rio, Sevilla","España","6",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1191,1960,"control","11/02/1999",37.2694065,-6.063133
"A","5149298","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",20,7,1994,"Melsele, Oost Vlaanderen, Flandes Oriental","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/20/1994",51.2224882,4.2822314
"C","5149298","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",13,1,1996,"La Marmoleja, Puebla del Rio, Sevilla","España","7",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,542,1751,"control","01/13/1996",37.2694065,-6.063133
"C","5149298","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",1,3,1997,"La Marmoleja, Puebla del Rio, Sevilla","España","9",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,954,1751,"control","03/01/1997",37.2694065,-6.063133
"A","5935059","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",21,7,1996,"Averbode, Brabant","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/21/1996",51.0305467,4.977454
"C","5935059","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",17,11,1997,"La Marmoleja, Puebla del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,484,1761,"control","11/17/1997",37.2694065,-6.063133
"A","6442053","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",3,9,1997,"Assenede, Oost Vlaanderen, Flandes Oriental","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/03/1997",51.2269689,3.7511451
"C","6442053","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla","España","5",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,145,1734,"control","01/26/1998",37.2694065,-6.063133
"A","8525141","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",17,8,2003,"Veurne, West Vlaanderen, Flandes","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/17/2003",51.073177,2.6680397
"C","8525141","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",14,10,2003,"Vejer de la Frontera, Cadiz","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,58,1781,"control","10/14/2003",36.252034,-5.9667359
"A","L110210","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",7,12,1999,"Brazo del Este, Puebla del Rio, Sevilla","España","4",2,"Zamalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/07/1999",37.2694065,-6.063133
"C","L110210","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",24,8,2000,"Saint Vigor D´Ymonville, Seine Maritime","Francia","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,261,1454,"control","08/24/2000",49.495267,0.360227
"A","L240620","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",3,1,1999,"Laguna del Gobierno, Lantejuela,Sevilla","España","5",1,"Zamalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/03/1999",37.3626595,-5.2270807
"C","L240620","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",8,5,2001,"Mokkeban, Laaxum, Friesland","Holanda","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,856,1909,"control","05/08/2001",52.8525086,5.412757
"A","3284439","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",22,8,1996,"Chenac, Saint Seurin D´Uzet, Charente Maritime","Francia","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/22/1996",45.512867,-0.8153862
"C","3284439","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",26,1,1998,"La Marmoleja, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,522,1012,"control","01/26/1998",37.2694065,-6.063133
"C","3284439","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",5,10,1999,"La Marmoleja, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1139,1012,"control","10/05/1999",37.2694065,-6.063133
"A","5019843","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",1,9,2004,"Citerne Nord, Floirac, Charente Maritime","Francia","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/01/2004",45.477528,-0.7489209
"C","5019843","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",30,9,2005,"Caño Navarro, Coria del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,394,1011,"control","09/30/2005",37.2882628,-6.0533598
"A","F901728","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",3,7,1997,"Ballum, Hollum, Ameland","Holanda","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/03/1997",53.4393987,5.639648
"C","F901728","Bluethroat","Luscinia svecica","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",9,2,1998,"La Marmoleja, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,221,2012,"control","02/09/1998",37.2694065,-6.063133
"A","A979315","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",20,9,1998,"Voslapper Groden, Weser Ems, Excep Islas","Alemania","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/20/1998",NA,NA
"C","A979315","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",24,1,1999,"Refugio de las Serpientes, Estepa, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,126,2070,"control","01/24/1999",37.2917592,-4.8792939
"A","6789630","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",24,9,1998,"Oud Turnhout, Antwerpen, Amberes","Belgica","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/24/1998",51.3179033,4.982242
"C","6789630","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",27,11,1998,"El Alamillo, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,64,1771,"control","11/27/1998",37.4175931,-5.9933135
"A","K624535","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",28,9,1994,"Castione Della Presolana, Bergamo","Italia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/28/1994",45.9078975,10.035859
"C","K624535","European Robin","Erithacus rubecula","Muscicapidae (Old World Flycatchers)","Passeriformes","Old World Flycatchers",11,11,1995,"El Cuervo, Lebrija, Sevilla","España","2",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,409,1676,"muerto","11/11/1995",36.8527976,-6.0385235
"A","3064312","Eurasian Blackbird","Turdus merula","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",3,12,1996,"Valle de Hecho, Huesca","España","2",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/03/1996",42.7248135,-0.7342734
"C","3064312","Eurasian Blackbird","Turdus merula","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",25,12,1998,"Lure, Roye, Haute Saone","Francia","2",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,752,820,"muerto","12/25/1998",47.668573,6.54001
"A","3090328","Eurasian Blackbird","Turdus merula","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",12,12,1997,"El Alamillo, Sevilla","España","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/12/1997",37.4175931,-5.9933135
"C","3090328","Eurasian Blackbird","Turdus merula","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",13,4,1998,"Rimont, Ariege","Francia","2",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,122,1574,"muerto","04/13/1998",42.995126,1.281053
"A","P464837","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",10,10,1989,"Lagskar, Lemland Ahvenanmaa, Aland","Finlandia","4",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/10/1989",59.8391442,19.9207042
"C","P464837","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,12,1990,"Badajoz, Badajoz","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,430,2995,"muerto","12/15/1990",38.6544911,-6.2375947
"A","3X20438","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",11,10,1976,"Zulte, Oost Vlaanderen, Flandes Oriental","Belgica","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/11/1976",50.9219223,3.4438618
"C","3X20438","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",25,11,1977,"Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,410,1612,"muerto","11/25/1977",37.887709,-5.6037465
"A","3X24067","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",21,11,1976,"Zulte, Oost Vlaanderen, Flandes Oriental","Belgica","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/21/1976",50.9219223,3.4438618
"C","3X24067","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",31,12,1977,"Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,405,1612,"muerto","12/31/1977",37.887709,-5.6037465
"A","13Z8467","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",1,11,1983,"Retie, Antwerpen, Amberes","Belgica","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/01/1983",51.2673661,5.0842745
"C","13Z8467","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,12,1989,"El Viso del Alcor, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,2236,1759,"muerto","12/15/1989",37.3886862,-5.7217811
"A","P285721","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",13,6,1972,"Karkkila, Uusimaa, Nyland","Finlandia","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/13/1972",60.535052,24.2092424
"C","P285721","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",7,1,1974,"Finca Campanilla, Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,573,3264,"muerto","01/07/1974",37.887709,-5.6037465
"A","P429282","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",29,6,1987,"Yjapa, Hame, Tavastehus","Finlandia","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/29/1987",60.9928787,24.4590243
"C","P429282","Redwing","Turdus iliacus","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",23,11,1999,"Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,4530,3242,"muerto","11/23/1999",37.887709,-5.6037465
"A","NA063066","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",2,7,1997,"Falkensee, Postdam","Alemania","5",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","07/02/1997",52.562044,13.0770003
"C","NA063066","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",30,1,1999,"Marchena, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,577,2219,"muerto","01/30/1999",37.3271048,-5.4162096
"A","NA092953","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",9,8,2003,"Reifenstein, Sachsen & Thuringen","Alemania","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/09/2003",51.1045407,13.2017384
"C","NA092953","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",7,12,2003,"Herrera del Duque, Badajoz","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,120,1796,"muerto","12/07/2003",39.1686078,-5.0507612
"A","16Z39840","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",2,10,1996,"Awirs, Luik, Lieja","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/02/1996",50.5999117,5.4061097
"C","16Z39840","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,1,1999,"Guadalcanal, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,835,1646,"muerto","01/15/1999",38.0924974,-5.8205506
"A","19Z16266","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",1,10,2002,"Brecht, Antwerpen, Amberes","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/01/2002",51.3497216,4.6380512
"C","19Z16266","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",7,2,2003,"Olvera de la Sierra, Cadiz","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,129,1782,"muerto","02/07/2003",36.9352388,-5.2599555
"A","8911871","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",23,9,1992,"Christianso, Ertholmene, Bornholm","Dinamarca","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/23/1992",55.160428,14.8668836
"C","8911871","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",23,11,1999,"Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,2617,2483,"muerto","11/23/1999",37.887709,-5.6037465
"A","8A08324","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",17,10,2005,"Hanstholm, Jylland","Dinamarca","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/17/2005",57.112861,8.617668
"C","8A08324","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,12,2005,"Dehesa de Abajo, Puebla del Rio, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,59,2476,"muerto","12/15/2005",37.2056808,-6.1714732
"A","3090351","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",1,1,1998,"El Alamillo, Sevilla","España","5",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/01/1998",37.4175931,-5.9933135
"C","3090351","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,6,2000,"Svanholm Estate, Skibby, Sjaelland","Dinamarca","4",0,"Particular",NA,NA,NA,NA,NA,NA,NA,896,2443,"muerto","06/15/2000",55.7520959,11.9596775
"A","GC44024","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",20,10,1973,"Arzon, Morbihan","Francia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/20/1973",47.5493947,-2.8936108
"C","GC44024","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",1,7,1977,"Constantina, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,1350,1098,"muerto","07/01/1977",37.887709,-5.6037465
"A","P533198","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",21,9,2003,"Jurmo, Hame, Tavastehus","Finlandia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/21/2003",60.9928787,24.4590243
"C","P533198","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",7,12,2003,"Malpartida de Plasencia, Caceres","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,77,2926,"muerto","12/07/2003",39.9789224,-6.0454196
