"MODO","METAL","NOMBRE_COMUN","ESPECIE","FAMILIA","ORDEN","GRUPO","DIA","MES","AÑO","LOCALIDAD","PAIS","EDAD","SEXO","ANILLADOR","Grasa","Ala","peso","tarso","pico","cola","Hora","Dias","Kms","Observaciones","FECHA","LATITUD","LONGITUD"
"A","T049835","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",4,6,1990,"Girionys","Lituania","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/04/1990",54.8601229,24.048615
"C","T049835","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",15,12,1991,"El Viso del Alcor, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,559,2970,"muerto","12/15/1991",37.3886862,-5.7217811
"A","KV01761","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",4,10,1999,"Ventes Ragas, Silute","Lituania","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/04/1999",55.346753,21.2020909
"C","KV01761","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",18,12,2000,"Hinojos, Huelva","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,441,2883,"muerto","12/18/2000",37.1467738,-6.3864428
"A","4425202","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",1,10,1998,"Faro de Falsterbo, Malmohus","Suecia","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/01/1998",55.397121,12.8415278
"C","4425202","Song Thrush","Turdus philomelos","Turdidae (Thrushes and Allies)","Passeriformes","Thrushes",20,11,1998,"Gerena, Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,50,2442,"muerto","11/20/1998",37.5277916,-6.1540241
"A","191338","Eurasian Penduline-Tit","Remiz pendulinus","Remizidae (Penduline-Tits)","Passeriformes","Penduline-Tits and Verdin",3,12,1987,"Vuelta El Cojo, Puebla del Rio, Sevilla","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","12/03/1987",37.2694065,-6.063133
"C","191338","Eurasian Penduline-Tit","Remiz pendulinus","Remizidae (Penduline-Tits)","Passeriformes","Penduline-Tits and Verdin",2,9,1989,"Semlim, Rathenow, Postdam","Alemania","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,639,2389,"control","09/02/1989",52.6504154,12.3839924
"A","VT56739","Common Chaffinch","Fringilla coelebs","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",9,9,2005,"Ventes Ragas, Silute","Lituania","3",2,"Zamalla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/09/2005",55.346753,21.2020909
"C","VT56739","Common Chaffinch","Fringilla coelebs","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",12,3,2006,"Laguna del Gobierno, Lantejuela,Sevilla","España","4",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,184,2815,"control","03/12/2006",37.3626595,-5.2270807
"A","E626836","Brambling","Fringilla montifringilla","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",5,10,1986,"Lanenen, Berna","Suiza","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/05/1986",NA,NA
"C","E626836","Brambling","Fringilla montifringilla","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",20,11,1987,"Rio Viejo, Coria del Rio, Sevilla","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,410,1498,"muerto","11/20/1987",37.2882628,-6.0533598
"A","25V53778","European Greenfinch","Chloris chloris","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",2,5,1986,"Herve, Lieja","Belgica","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/02/1986",50.6439529,5.7959114
"C","25V53778","European Greenfinch","Chloris chloris","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",15,1,1987,"Los Palacios, Sevilla","España","1",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,258,1765,"muerto","01/15/1987",37.1584636,-5.9244808
"A","32V18367","European Greenfinch","Chloris chloris","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",23,4,1990,"Awirs, Luik, Lieja","Belgica","5",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","04/23/1990",50.5999117,5.4061097
"C","32V18367","European Greenfinch","Chloris chloris","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",3,11,1990,"El Campanario, Aznalcollar, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"muerto","11/03/1990",37.5191373,-6.2681327
"A","2348507","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",10,10,1986,"Merksplas, Antwerpen, Amberes","Belgica","6",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/10/1986",51.3541789,4.8643467
"C","2348507","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",12,11,1986,"Lora del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,32,1730,"muerto","11/12/1986",37.6556349,-5.52761
"A","2347511","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",4,10,1986,"Merksplas, Antwerpen, Amberes","Belgica","6",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/04/1986",51.3541789,4.8643467
"C","2347511","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",25,11,1986,"Cortijo Atalaya, Puebla del Rio, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,51,1789,"muerto","11/25/1986",37.2707374,-6.0608836
"A","7981170","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",23,9,2002,"Kasterlee, Antwerpen, Amberes","Belgica","2",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/23/2002",51.2404924,4.9673618
"C","7981170","Eurasian Linnet","Linaria cannabina","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",15,12,2002,"Alcala de Guadaira, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,83,1768,"muerto","12/15/2002",37.3396769,-5.8418054
"A","2969854","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",30,10,1996,"Hoeilaart, Brabant","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/30/1996",50.7675858,4.4742969
"C","2969854","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",28,2,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,486,1722,"control","02/28/1998",37.3034383,-6.2986857
"A","927168","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",17,1,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/17/1998",37.3034383,-6.2986857
"C","927168","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",12,5,1999,"Vakkila, Huittinene Turku-Pori, Abo-Bjorneborg","Finlandia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,480,3331,"muerto","05/12/1999",61.1389542,22.798311
"A","927281","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",24,1,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/24/1998",37.3034383,-6.2986857
"C","927281","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",1,4,2002,"Plauen, Sachsen Anhalt","Alemania","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,1528,2067,"muerto","04/01/2002",51.9502649,11.6922735
"A","927327","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",24,1,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/24/1998",37.3034383,-6.2986857
"C","927327","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",15,3,1999,"Hamilton, Strathclyde Region","Gran Bretaña","4",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,415,2059,"control","03/15/1999",NA,NA
"A","927766","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",28,2,1998,"Pilas, Sevilla","España","6",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","02/28/1998",37.3034383,-6.2986857
"C","927766","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",23,10,1998,"Stomorska, Isaland Solta, Hrvatsku","Croacia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,237,2027,"control","10/23/1998",43.3699384,16.352327
"A","LF7183","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",19,9,1996,"Neringos Stac., Kursiv Nerija","Lituania","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/19/1996",NA,NA
"C","LF7183","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",15,1,1998,"Moguer, Huelva","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,483,2912,"muerto","01/15/1998",37.27464,-6.8369079
"A","H735093","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",27,9,1997,"Rinnleiret, Nord Trondelag","Noruega","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/27/1997",63.769045,11.4324138
"C","H735093","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",24,1,1998,"Pilas, Sevilla","España","5",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,119,3173,"control","01/24/1998",37.3034383,-6.2986857
"A","XC917514","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",31,8,1995,"Gumbaritsy, Leningrado","Rusia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/31/1995",59.9310584,30.3609097
"C","XC917514","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",24,1,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,877,3802,"control","01/24/1998",37.3034383,-6.2986857
"A","BJ74350","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",5,5,1997,"Mockebo, Oskarshamn, Kalmar","Suecia","5",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","05/05/1997",57.283333,16.4833329
"C","BJ74350","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",24,1,1998,"Pilas, Sevilla","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,264,2780,"control","01/24/1998",37.3034383,-6.2986857
"A","A816592","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",13,10,1996,"Col de Jaman, Vaud","Suiza","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/13/1996",46.4517,6.97712
"C","A816592","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",28,2,1998,"Pilas, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,503,1491,"control","02/28/1998",37.3034383,-6.2986857
"A","B031074","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",29,9,2001,"Col de Jaman, Vaud","Suiza","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/29/2001",46.4517,6.97712
"C","B031074","Eurasian Siskin","Spinus spinus","Fringillidae (Finches, Euphonias, and Allies)","Passeriformes","Finches, Euphonias, and Allies",12,12,2001,"Aracena, Huelva","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,74,1461,"control","12/12/2001",37.8935487,-6.5618884
"A","CT1366","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",29,9,1990,"Kauerlacher, Weiher Bei Karm, Mittelfranken","Alemania","4",1,"Radolfzell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/29/1990",49.1472894,11.2961562
"C","CT1366","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",16,12,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,77,1932,"control","12/16/1990",37.2694065,-6.063133
"A","L796763","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",2,11,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","3",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/02/2003",37.3626595,-5.2270807
"C","L796763","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",18,10,2006,"Payerne, Vaud","Suiza","4",0,"Sempach",NA,NA,NA,NA,NA,NA,NA,1081,1449,"control","10/18/2006",46.8220266,6.9405663
"A","SA782570","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",24,1,1988,"Etang de Lanet, Pirineos Orientales","Francia","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","01/24/1988",42.964518,2.4956459
"C","SA782570","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",17,11,1988,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","2",1,"M. Vazquez",3,76,19,NA,NA,NA,NA,NA,NA,"control","11/17/1988",37.2694065,-6.063133
"A","2979652","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",5,11,1987,"La Capeliere, Arles, Bouches de Rhone","Francia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/05/1987",43.5352055,4.6440961
"C","2979652","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",4,2,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,822,1140,"control","02/04/1990",37.2694065,-6.063133
"A","3323221","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",11,10,1989,"ST Savinien, Charente Maritime","Francia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/11/1989",45.879469,-0.679295
"C","3323221","Reed Bunting","Emberiza schoeniclus","Emberizidae (Old World Buntings)","Passeriformes","Old World Buntings",17,11,1990,"Lucio Poco abrigo, Puebla del Rio, Sevilla","España","4",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,401,1057,"control","11/17/1990",37.2694065,-6.063133
"A","2966907","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",9,2,2003,"Laguna del Gobierno, Lantejuela,Sevilla","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","02/09/2003",37.3626595,-5.2270807
"C","2966907","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",15,7,2003,"Lelystad, Ijsselmeerpolders","Holanda","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,156,1879,"control","07/15/2003",52.518537,5.471422
"A","G87899","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",8,9,2007,"Landgoed de Hoort, Limburg","Holanda","3",2,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/08/2007",51.4427238,6.0608726
"C","G87899","Common Chiffchaff","Phylloscopus collybita","Phylloscopidae (Leaf Warblers)","Passeriformes","Leaf Warblers",21,10,2007,"Laguna del Gobierno, Lantejuela,Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,43,1763,"control","10/21/2007",37.3626595,-5.2270807
"A","BD07826","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",20,9,2007,"Villeton, Lot et Garonne","Francia","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","09/20/2007",44.3753342,0.2760903
"C","BD07826","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",3,11,2007,"Laguna del Gobierno, Lantejuela,Sevilla","España","3",1,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,44,913,"control","11/03/2007",37.3626595,-5.2270807
"A","AK02714","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",18,6,2005,"Overijssel, Overijssel ","Holanda","1",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","06/18/2005",52.4387814,6.5016411
"C","AK02714","Common Reed Warbler","Acrocephalus scirpaceus","Acrocephalidae (Reed Warblers and Allies)","Passeriformes","Reed Warblers and Allies",25,8,2006,"Caño Navarro, Coria del Rio, Sevilla","España","4",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,433,1941,"control","08/25/2006",37.2882628,-6.0533598
"A","3196490","European Starling","Sturnus vulgaris","Sturnidae (Starlings)","Passeriformes","Starlings and Mynas",22,11,2001,"La Fao, Aznalcazar, Sevilla","España","4",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/22/2001",37.3047112,-6.2495425
"C","3196490","European Starling","Sturnus vulgaris","Sturnidae (Starlings)","Passeriformes","Starlings and Mynas",21,1,2003,"Cast o Sangallo, Roma","Italia","2",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,425,1692,"muerto","01/21/2003",41.9027835,12.4963655
"A","2A168831","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",10,11,2007,"Los Toruños, El Puerto de Santa Maria, Cadiz","España","3",2,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","11/10/2007",36.572096,-6.2162876
"C","2A168831","Eurasian Blackcap","Sylvia atricapilla","Sylviidae (Sylviid Warblers, Parrotbills, and Allies)","Passeriformes","Sylviid Warblers",13,4,2009,"Ubersyren, Gran Ducado de Luxemburgo","Luxemburgo","4",2,"Extranjero",NA,75,18.7,NA,NA,NA,NA,520,1762,"control","04/13/2009",49.63287,6.27735
"A","P574855","White Wagtail (British)","Motacilla alba yarrellii","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",21,8,2002,"Rodbaston, Stafford, Staffordshire","Gran Bretaña","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","08/21/2002",52.7007167,-2.1221925
"C","P574855","White Wagtail (British)","Motacilla alba yarrellii","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",14,12,2002,"Huelva, Huelva","España","3",0,"Zamalla",NA,NA,NA,NA,NA,NA,NA,115,1755,"control","12/14/2002",37.2619585,-6.9427327
"A","7994732","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",10,10,2001,"Sourbrodt, Luik, Lieja","Belgica","3",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/10/2001",50.47895,6.11175
"C","7994732","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",31,1,2003,"San Pablo, Sevilla","España","4",1,"M. Vazquez",2,93,26.5,NA,NA,NA,NA,478,1742,"control","01/31/2003",37.405368,-5.927562
"A","8323554","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",9,10,2002,"Spixhe, Theux, Luik Lieja","Belgica","3",0,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/09/2002",50.52098,5.82047
"C","8323554","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",31,1,2003,"San Pablo, Sevilla","España","5",0,"M. Vazquez",3,87.5,24.7,NA,NA,NA,NA,114,1733,"control","01/31/2003",37.405368,-5.927562
"A","AD70225","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",25,3,2002,"Castricum, Noord Holland","Holanda","5",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","03/25/2002",52.5495874,4.6695055
"C","AD70225","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",13,2,2003,"San Pablo, Sevilla","España","4",1,"M. Vazquez",3,93,23.8,NA,NA,NA,NA,325,1874,"control","02/13/2003",37.405368,-5.927562
"A","VC96434","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",5,10,2000,"Kreischa, Weiberitzkreis, Dresden","Alemania","2",1,"Extranjero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"anillamiento","10/05/2000",50.944347,13.7589163
"C","VC96434","White Wagtail","Motacilla alba","Motacillidae (Wagtails and Pipits)","Passeriformes","Wagtails and Pipits",25,2,2001,"Dos Hermanas, Sevilla","España","2",0,"M. Vazquez",NA,NA,NA,NA,NA,NA,NA,143,2176,"muerto","02/25/2001",37.2865803,-5.9242391
