Anilla,NombreComun,NombreEspecie,Familia,Orden,Grupo,E,S,G,Ala,Peso,Dia,Mes,Año,Hora.C,Hora.F,Lugar,Municipio,Provincia,Anillador,Observaciones,FECHA,Observaciones simple
2220943,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,0.0,,,27,8,1989,11.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-08-27,control
2220943,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,1.0,86.5,,2,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-02,control
2220946,Common Chaffinch,Fringilla coelebs,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,0.0,,,21,3,1989,10.0,11.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1989-03-21,control
268289,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,1,1.0,,,9,5,1990,13.0,14.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-09,control
309055,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",5,1,0.0,,,29,8,1990,8.0,9.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-08-29,control
309060,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,1,1.0,,,8,5,1990,19.0,20.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-05-08,control
309240,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",6,2,1.0,71.0,,4,7,1990,11.0,12.0,Valcaliente,Constantina,Sevilla,Manuel Vazquez,,1990-07-04,control
403744,European Serin,Serinus serinus,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,1.0,,,26,1,1991,14.0,15.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-01-26,control
2286084,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",3,1,0.0,,,28,10,1990,12.0,13.0,Puñana,Almensilla,Sevilla,Manuel Vazquez,,1990-10-28,control
2168952,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",3,2,,,,27,11,1987,,,Rio Viejo,Coria del Rio,Sevilla,Particular,Cazado,1987-11-27,muerto
2550956,European Greenfinch,Chloris chloris,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,,,,22,9,1994,,,Manecorro,Almonte,Huelva,JL Arroyo,,1994-09-22,control
L174290,Eurasian Linnet,Linaria cannabina,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",1,0,,,,13,8,1998,,,El Alcornocal,Los Palacios,Sevilla,Manuel Vazquez,Encontrado solo anilla,1998-08-13,control
403736,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",2,2,1.0,,,31,3,1991,10.0,11.0,Cantera del Duende,El Rubio,Sevilla,Manuel Vazquez,,1991-03-31,control
403917,European Goldfinch,Carduelis carduelis,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,"Finches, Euphonias, and Allies",4,1,,,,29,7,1992,,,Valcaliente,Constantina,Sevilla,Sergio Gonzalez,Encontrado muerto,1992-07-29,muerto
401170,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,4,0,,,,27,12,1991,,,Cerrado Chico,Puebla del Rio,Sevilla,Manuel Sosa,,1991-12-27,control
271100,Reed Bunting,Emberiza schoeniclus,Emberizidae (Old World Buntings),Passeriformes,Old World Buntings,5,1,,,,25,1,1989,19.0,20.0,Lucio Poco Abrigo,Puebla del Rio,Sevilla,Manuel Vazquez,,1989-01-25,control
2550942,Common Nightingale,Luscinia megarhynchos,Muscicapidae (Old World Flycatchers),Passeriformes,Old World Flycatchers,4,0,,,,24,5,1996,,,Cañada de Los Pajaros,Puebla del Rio,Sevilla,Manuel Vazquez,,1996-05-24,control
